,CODE_PRODUIT,NOM,SECTEUR_CONSO,SOUS_SECTEUR_CONSO,FAMILLE_PRODUIT,SOUS_FAMILLE,CATEGORIE,DEPARTEMENT,MARQUE,CONDITIONNEMENT,COND_UNITE_LIBELLE_COURT,PRIX_RELEVE,DATE_RELEVE,PROMOTION,TOP_500,TYPE_RELEVE,RAISON_SOCIALE,TYPE_ADRESSE,QUARTIER,COMMUNE,LONGITUDE,LATITUDE
649,134635,betterave Bonduelle en dés 1/2 conserve 300 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume,IMPORT,Sec,Bonduelle,0.3,kg,195,2018-05-23 00:00:00.000,0,N,,KOUMAC DISCOUNT,PHYSIQUE,,Koumac,164.285567,-20.557718
650,194225,biscuit fourré Bjorg bio petit fourré myrtille sans gluten paquet 180 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit fourré, nappé","biscuit fourré, nappé",IMPORT,,,0.18,kg,786,2018-10-29 00:00:00.000,0,N,A,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),PHYSIQUE,Centre-Ville,Nouméa,166.439959,-22.269194
651,41838,margarine Meadow Lea original barquette 500 g,crémerie,"beurre, margarine",margarine et autre graisse végétale,margarine,IMPORT,Frais,MeadowLea,0.5,kg,376,2019-05-28 00:00:00.000,0,N,T,LE CALEDONIA,PHYSIQUE,Vallée du Tir,Nouméa,166.44298,-22.265329
652,215079,sorbet citron L'Atelier Glacier pot 635 ml,surgelés,"glace, dessert glacé",glace et sorbet,sorbet aux agrumes,IMPORT,Surgelés,L'Atelier Glacier,0.635,l,961,2019-10-15 00:00:00.000,0,N,A,CARREFOUR KENU IN,PHYSIQUE,Centre-Ville,Dumbéa,166.473018,-22.222647
653,41838,margarine Meadow Lea original barquette 500 g,crémerie,"beurre, margarine",margarine et autre graisse végétale,margarine,IMPORT,Frais,MeadowLea,0.5,kg,376,2020-02-19 00:00:00.000,0,,A,TRANDUC SUPERMARCHE ,PHYSIQUE,Centre-Ville,Boulouparis,166.042995,-21.860642
654,41838,margarine Meadow Lea original barquette 500 g,crémerie,"beurre, margarine",margarine et autre graisse végétale,margarine,IMPORT,Frais,MeadowLea,0.5,kg,299,2020-06-23 00:00:00.000,0,N,A,CARREFOUR MARKET ROBINSON,PHYSIQUE,Centre-Ville,Mont-Dore,166.507959,-22.224536
655,181536,pâte brisée surgelée Vivagel sachet 230 g,surgelés,"boulangerie, viennoiserie, pâtisserie surgelée","boulangerie, viennoiserie surgelée",pâte surgelée boulangerie,IMPORT,Surgelés,Vivagel,0.23,kg,245,2020-12-30 00:00:00.000,0,N,A,ARIZONA ROBINSON,PHYSIQUE,Robinson,Mont-Dore,166.512649,-22.224863
656,181536,pâte brisée surgelée Vivagel sachet 230 g,surgelés,"boulangerie, viennoiserie, pâtisserie surgelée","boulangerie, viennoiserie surgelée",pâte surgelée boulangerie,IMPORT,Surgelés,Vivagel,0.23,kg,160,2021-05-11 00:00:00.000,0,O,A,SUPER U KOUMAC,PHYSIQUE,,Koumac,164.285,-20.558
657,138098,tomate séchée Puget confit bocal 90 g,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,condiment,IMPORT,Sec,,0.09,kg,535,2014-07-21 00:00:00.000,0,N,,CARREFOUR KENU IN,PHYSIQUE,Centre-Ville,Dumbéa,166.473018,-22.222647
658,42716,moutarde Carrefour Produits Blancs de dijon bocal 370 g,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,condiment,IMPORT,Sec,,0.37,kg,165,2016-07-11 00:00:00.000,0,N,,CARREFOUR EXPRESS OUEMO,PHYSIQUE,Ouémo,Nouméa,166.477842,-22.27614
659,46405,pâte torti Eco bleu sachet 450 g,épicerie salée,"pâte, riz, purée, céréale",pâte sèche,pâte courte,IMPORT,Sec,Eco,0.45,kg,180,2016-10-24 00:00:00.000,0,N,,SUPER U KAMERE,PHYSIQUE,Kaméré,Nouméa,166.432669,-22.231958
660,46405,pâte torti Eco bleu sachet 450 g,épicerie salée,"pâte, riz, purée, céréale",pâte sèche,pâte courte,IMPORT,Sec,Eco,0.45,kg,186,2018-09-10 00:00:00.000,0,N,A,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),PHYSIQUE,Centre-Ville,Nouméa,166.439959,-22.269194
661,46405,pâte torti Eco bleu sachet 450 g,épicerie salée,"pâte, riz, purée, céréale",pâte sèche,pâte courte,IMPORT,Sec,Eco,0.45,kg,165,2021-01-06 00:00:00.000,0,N,A,CARREFOUR MARKET MAGENTA,PHYSIQUE,Magenta,Nouméa,166.463054,-22.27166
662,171350,chocolat en poudre Nestlé nesquik boîte 490 g,épicerie sucrée,"café, thé, boisson chaude",boisson chaude,"chocolat, cacao en poudre",IMPORT,Sec,Nestlé,0.49,kg,880,2023-05-02 00:00:00.000,0,N,A,DISCOUNT PLUS,PHYSIQUE,,Bourail,165.5,-21.57
663,53278,soda à la limonade 7 Up bouteille 60 cl,boisson,boisson sans alcool,soda,"limonade, tonic",LOCAL,Sec,7 Up,0.6,l,210,2023-06-06 00:00:00.000,0,N,T,STATION SHELL AUTEUIL,PHYSIQUE,Auteuil,Dumbéa,166.481781,-22.21728
664,44939,haut de cuisse de poulet surgelé Bouquet sous-vide 5 lbs / 2.270 kg,surgelés,"viande, volaille surgelée",volaille surgelée,"poulet, dinde surgelé",IMPORT,Surgelés,Bouquet,2.27,kg,1215,2023-07-18 00:00:00.000,0,N,A,LEADER PRICE PLEXUS (DUCOS),PHYSIQUE,Ducos,Nouméa,166.449361,-22.247222
665,54715,sirop Teisseire menthe verte bouteille 60 cl,boisson,boisson sans alcool,sirop et concentré,sirop aromatisé,IMPORT,Sec,Teissiere,0.6,l,495,2015-02-09 00:00:00.000,0,N,,ARIZONA ROBINSON,PHYSIQUE,Robinson,Mont-Dore,166.512649,-22.224863
666,163104,légume Bonduelle trio de crudité 1/2 conserve 270 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume,IMPORT,Sec,Bonduelle,0.27,kg,195,2015-04-17 00:00:00.000,0,,,VIVAL KOUTIO,PHYSIQUE,,Dumbéa,166.47456,-22.208461
667,46182,soda aux fruits Amigo mangue bouteille 60 cl,boisson,boisson sans alcool,soda,soda aux fruits,LOCAL,Sec,,0.6,l,145,2017-02-10 00:00:00.000,0,O,,KOUMAC DISCOUNT,PHYSIQUE,,Koumac,164.285567,-20.557718
668,53933,nectar de fruits Golden Circle goyave brique 1 l,boisson,boisson sans alcool,jus de fruits et légumes,jus de fruits,IMPORT,Sec,Golden Circle,1.0,l,390,2017-11-13 00:00:00.000,0,N,,CARREFOUR MARKET ROBINSON,PHYSIQUE,Centre-Ville,Mont-Dore,166.507959,-22.224536
669,46182,soda aux fruits Amigo mangue bouteille 60 cl,boisson,boisson sans alcool,soda,soda aux fruits,LOCAL,Sec,,0.6,l,196,2018-11-19 00:00:00.000,0,O,A,CASINO LES HALLES MAGENTA,PHYSIQUE,Magenta,Nouméa,166.469413,-22.244837
670,53378,soda au cola Coca-Cola light bouteille 60 cl,boisson,boisson sans alcool,soda,soda au cola,LOCAL,Sec,Coca Cola,0.6,l,195,2019-05-27 00:00:00.000,0,N,A,SUPER U KAMERE,PHYSIQUE,Kaméré,Nouméa,166.432669,-22.231958
671,160730,crème fraîche Flory uht 30% mg brique 1 l ,crémerie,"crème, chantilly","crème, chantilly","crème, chantilly",IMPORT,Frais,,0.1,l,695,2021-03-10 00:00:00.000,0,N,A,CARREFOUR KENU IN,PHYSIQUE,Centre-Ville,Dumbéa,166.473018,-22.222647
672,212075,confiserie Haribo happy'box boîte 600 g,épicerie sucrée,"chocolat, confiserie",confiserie,bonbon,IMPORT,Sec,Haribo,0.6,kg,895,2022-10-25 00:00:00.000,1,N,A,SUPER U KAMERE,PHYSIQUE,Kaméré,Nouméa,166.432669,-22.231958
673,41643,yaourt aromatisé Tennessee Farm mangue pot 4 x 110 g,crémerie,yaourt,yaourt,yaourt laitier,LOCAL,Frais,Tennessee Farm,0.44,kg,410,2013-04-14 00:00:00.000,0,,,CARREFOUR MARKET MAGENTA,PHYSIQUE,Magenta,Nouméa,166.463054,-22.27166
674,41643,yaourt aromatisé Tennessee Farm mangue pot 4 x 110 g,crémerie,yaourt,yaourt,yaourt laitier,LOCAL,Frais,Tennessee Farm,0.44,kg,315,2014-08-04 00:00:00.000,0,,,LEADER PRICE AUTEUIL,PHYSIQUE,Auteuil,Dumbéa,166.481718,-22.216587
675,46238,chocolat à tartiner Noisety pot 750 g,épicerie sucrée,"confiture, pâte à tartiner, miel","pâte, crème à tartiner",pâte à tartiner,LOCAL,Sec,Biscochoc,0.75,kg,950,2016-01-15 00:00:00.000,0,,,LIBRE SERVICE DE PLUM,PHYSIQUE,Quartier latin,Mont-Dore,166.624862,-22.272942
676,148105,chips Bluebird original sachet 40 g,épicerie salée,produit apéritif,produit apéritif,"chips, tuile et tortilla",IMPORT,Sec,,0.04,kg,150,2017-05-15 00:00:00.000,0,N,,CARREFOUR MARKET ROBINSON,PHYSIQUE,Centre-Ville,Mont-Dore,166.507959,-22.224536
677,147012,yaourt à boire Yoplait Yop vanille bouteille 450 g,crémerie,yaourt,yaourt,yaourt laitier,LOCAL,Sec,,0.45,kg,140,2017-06-30 00:00:00.000,0,,,LEADER PRICE MAGENTA,PHYSIQUE,Magenta,Nouméa,166.457836,-22.273958
678,43296,lait concentré entier Régilait non sucré conserve 410 g,épicerie sucrée,"sucre, farine, aide à la pâtisserie",aide à la pâtisserie,"lait concentré, en poudre",IMPORT,Sec,Régilait,0.41,kg,110,2018-02-12 00:00:00.000,0,,,GEANT SAINTE-MARIE,PHYSIQUE,Vallée des Colons,Nouméa,166.458795,-22.275366
679,154318,pamplemousse au kilo loc,fruit et légume,fruit et légume frais,fruit frais,agrume,LOCAL,Frais,,1.0,kg,280,2018-11-12 00:00:00.000,0,N,A,CARREFOUR MARKET ROBINSON,PHYSIQUE,Centre-Ville,Mont-Dore,166.507959,-22.224536
680,43296,lait concentré entier Régilait non sucré conserve 410 g,épicerie sucrée,"sucre, farine, aide à la pâtisserie",aide à la pâtisserie,"lait concentré, en poudre",IMPORT,Sec,Régilait,0.41,kg,165,2020-05-26 00:00:00.000,0,N,A,BOURAIL DISCOUNT,PHYSIQUE,,Bourail,165.496776,-21.567371
681,200456,saucisson La Française Aiò Corsu figatelle  170 g,charcuterie,"saucisson entier : sec, chorizo","saucisson entier : sec, chorizo","saucisson entier : sec, chorizo",LOCAL,Frais,La Française,0.17,kg,475,2021-01-19 00:00:00.000,0,N,A,KORAIL VALLEE DES COLONS,PHYSIQUE,Vallée des Colons,Nouméa,166.454129,-22.270541
682,138536,pâte à pizza pré-cuite Viv x3 ,traiteur,"pâte à tarte, pizza, feuille de brick fraîche","pâte à tarte, pizza, feuille de brick fraîche","pâte à tarte, pizza, feuille de brick fraîche",LOCAL,Sec,,3.0,u,550,2021-03-16 00:00:00.000,0,N,A,LEADER PRICE LA FOA,PHYSIQUE,,La Foa,165.827992,-21.70991
683,179327,glace chocolat Switi bac 4.75 l,surgelés,"glace, dessert glacé",glace et sorbet,glace à partager : chocolat,LOCAL,Surgelés,Switi,4.75,l,1795,2022-02-15 00:00:00.000,0,N,A,SUPER U KAMERE,PHYSIQUE,Kaméré,Nouméa,166.432669,-22.231958
684,200456,saucisson La Française Aiò Corsu figatelle  170 g,charcuterie,"saucisson entier : sec, chorizo","saucisson entier : sec, chorizo","saucisson entier : sec, chorizo",LOCAL,Frais,La Française,0.17,kg,575,2022-03-01 00:00:00.000,0,N,A,KORAIL DUCOS,PHYSIQUE,Ducos,Nouméa,,
685,217022,concentré de tomate double Le Cabanon 28% minimum conserve 3 x 70 g,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,sauce pour pâte et riz,IMPORT,Sec,,0.21,kg,135,2022-07-03 00:00:00.000,0,N,A,LA COTE,PHYSIQUE,,Poindimié,165.333038,-20.936545
686,181209,nectar de fruits Leader Price multifruits tropical brique 1 l,boisson,boisson sans alcool,jus de fruits et légumes,jus de fruits,IMPORT,Sec,Leader Price,1.0,l,195,2022-12-27 00:00:00.000,1,O,A,LEADER PRICE PLEXUS (DUCOS),PHYSIQUE,Ducos,Nouméa,166.449361,-22.247222
687,46287,foie de morue Connétable conserve 121 g,épicerie salée,conserves et bocaux,conserve de poisson,conserve de poisson,IMPORT,Sec,Connétable,0.121,kg,325,2014-03-17 00:00:00.000,0,N,,CHAMPION DUCOS,PHYSIQUE,Ducos,Nouméa,,
688,140213,fromage blanc nature Yoplait calin 20% mg pot 500 g,crémerie,yaourt,yaourt,"fromage blanc,faisselle",LOCAL,Frais,Yoplait,0.5,kg,473,2019-06-11 00:00:00.000,0,N,A,BOURAIL DISCOUNT,PHYSIQUE,,Bourail,165.496776,-21.567371
689,161974,letchi au sirop Jardin Vert 1/2 conserve 565 g,épicerie sucrée,"compote, crème dessert, fruit au sirop","compote, crème dessert, fruit au sirop",fruit au sirop,IMPORT,Sec,,0.565,kg,334,2020-02-11 00:00:00.000,0,N,A,CARREFOUR EXPRESS OUEMO,PHYSIQUE,Ouémo,Nouméa,166.477842,-22.27614
690,211206,jus de fruits Pfanner fraise brique 1 l,boisson,boisson sans alcool,jus de fruits et légumes,jus de fruits,IMPORT,Sec,Pfanner,1.0,l,395,2023-03-29 00:00:00.000,0,N,A,CARREFOUR MARKET DUCOS,PHYSIQUE,Ducos,Nouméa,,
691,46043,jus de fruits Oro ananas/mangue bouteille 1 l,boisson,boisson sans alcool,jus de fruits et légumes,jus de fruits,LOCAL,Sec,Oro,1.0,l,210,2014-06-30 00:00:00.000,0,,,AUCHAN SUPERMARCHE NOUMEA ,PHYSIQUE,Motor Pool,Nouméa,166.448155,-22.291739
692,46043,jus de fruits Oro ananas/mangue bouteille 1 l,boisson,boisson sans alcool,jus de fruits et légumes,jus de fruits,LOCAL,Sec,Oro,1.0,l,210,2015-02-20 00:00:00.000,0,,,CASINO LES HALLES MAGENTA,PHYSIQUE,Magenta,Nouméa,166.469413,-22.244837
693,44506,yaourt aromatisé Yoplait frulos framboise/fraise pot 4 x 125 g,crémerie,yaourt,yaourt,yaourt laitier,LOCAL,Frais,,0.5,kg,440,2016-12-19 00:00:00.000,0,N,,ARIZONA MONT-DORE,PHYSIQUE,Portes d'or,Mont-Dore,166.577688,-22.240721
694,44506,yaourt aromatisé Yoplait frulos framboise/fraise pot 4 x 125 g,crémerie,yaourt,yaourt,yaourt laitier,LOCAL,Frais,,0.5,kg,391,2017-03-14 00:00:00.000,0,N,,KONE DISCOUNT,PHYSIQUE,,Koné,164.8615869,-21.061713
695,54315,nectar de fruits Réa exotique brique 2 x 2 l,boisson,boisson sans alcool,jus de fruits et légumes,jus de fruits,IMPORT,Sec,Réa,4.0,l,1250,2019-08-20 00:00:00.000,0,N,A,CARREFOUR MARKET N'GEA,PHYSIQUE,Faubourg blanchot,Nouméa,166.456598,-22.285624
696,139686,boeuf en gelée Les Mijotés Du Caillou nature conserve 270 g,épicerie salée,conserves et bocaux,conserve de plat cuisiné,conserve de plat cuisiné,LOCAL,Sec,,0.27,kg,495,2019-12-24 00:00:00.000,0,N,A,SUPER U KAMERE,PHYSIQUE,Kaméré,Nouméa,166.432669,-22.231958
697,219441,concentré de tomate double Victoria conserve 140 g,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,sauce pour pâte et riz,IMPORT,Sec,,0.14,kg,80,2021-11-09 00:00:00.000,0,N,A,SUPER U KOUMAC,PHYSIQUE,,Koumac,164.285,-20.558
698,44506,yaourt aromatisé Yoplait frulos framboise/fraise pot 4 x 125 g,crémerie,yaourt,yaourt,yaourt laitier,LOCAL,Frais,,0.5,kg,365,2022-04-05 00:00:00.000,0,N,A,GEANT DUMBEA - CENTRE COMMERCIAL DUMBEA MALL,PHYSIQUE,,Dumbéa,166.451101,-22.20383
699,217630,bière sans alcool Heineken 0° bouteille 33 cl,boisson,boisson sans alcool,bière sans alcool,bière sans alcool,IMPORT,Sec,,0.33,l,175,2022-11-08 00:00:00.000,0,N,A,SUPER U MAGECO,PHYSIQUE,Doniambo,Nouméa,166.443758,-22.259361
700,235214,saucisson sec La Française les insolites au bleu d'Auvergne 170 g,charcuterie,"saucisson entier : sec, chorizo","saucisson entier : sec, chorizo","saucisson entier : sec, chorizo",LOCAL,Frais,La Française,0.17,kg,695,2023-01-10 00:00:00.000,0,N,A,CASINO PORT PLAISANCE - SUPERMARCHE,PHYSIQUE,Baie des Citrons,Nouméa,166.439011,-22.290918
701,172673,crème fouettée/chantilly Elle & Vire bombe 250 g,crémerie,"crème, chantilly","crème, chantilly","crème, chantilly",IMPORT,Frais,Elle & Vire,0.25,kg,550,2023-03-06 00:00:00.000,0,N,T,LIBRE SERVICE KANDY,PHYSIQUE,,Dumbéa,166.431263,-22.134673
702,46043,jus de fruits Oro ananas/mangue bouteille 1 l,boisson,boisson sans alcool,jus de fruits et légumes,jus de fruits,LOCAL,Sec,Oro,1.0,l,303,2023-04-04 00:00:00.000,0,N,T,STATION TOTAL RIVIERA,PHYSIQUE,4e kilomètre,Nouméa,166.462467,-22.245817
703,46043,jus de fruits Oro ananas/mangue bouteille 1 l,boisson,boisson sans alcool,jus de fruits et légumes,jus de fruits,LOCAL,Sec,Oro,1.0,l,295,2023-08-27 00:00:00.000,0,N,A,GEANT SAINTE-MARIE,PHYSIQUE,Vallée des Colons,Nouméa,166.458795,-22.275366
704,134637,haricot vert Bonduelle fin 1/2 conserve 400 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume,IMPORT,Sec,Bonduelle,0.4,kg,220,2014-01-27 00:00:00.000,0,N,,CARREFOUR EXPRESS OUEMO,PHYSIQUE,Ouémo,Nouméa,166.477842,-22.27614
705,137986,épice mélangée Ducros papillote pour porc à la méditerranéenne sachet 15 g,épicerie salée,"assaisonnement, condiment, aide culinaire","herbe et épice culinaire, sel, poivre",épice culinaire,IMPORT,Sec,Ducros,0.015,kg,155,2014-06-09 00:00:00.000,0,N,,CARREFOUR EXPRESS PAITA (ancien ARIZONA PAITA),PHYSIQUE,,Païta,166.367278,-22.129734
706,156700,céréale Weet-bix bites rough crumble paquet 525 g,épicerie sucrée,céréale petit déjeuner,céréale petit déjeuner,céréale petit déjeuner,IMPORT,Sec,,0.525,kg,595,2014-10-03 00:00:00.000,0,,,CASINO MONT DORE,PHYSIQUE,Centre-Ville,Mont-Dore,166.586133,-22.238509
707,137986,épice mélangée Ducros papillote pour porc à la méditerranéenne sachet 15 g,épicerie salée,"assaisonnement, condiment, aide culinaire","herbe et épice culinaire, sel, poivre",épice culinaire,IMPORT,Sec,Ducros,0.015,kg,170,2015-09-21 00:00:00.000,0,N,,ARIZONA ROBINSON,PHYSIQUE,Robinson,Mont-Dore,166.512649,-22.224863
708,140352,biscuit apéritif Belin box best of paquet 205 g,épicerie salée,produit apéritif,produit apéritif,biscuit apéritif,IMPORT,Sec,Belin,0.205,kg,510,2016-03-14 00:00:00.000,0,N,,CARREFOUR MARKET N'GEA,PHYSIQUE,Faubourg blanchot,Nouméa,166.456598,-22.285624
709,153497,compote Charles Faraud pomme/abricot gourde 4 x 100 g,épicerie sucrée,"compote, crème dessert, fruit au sirop","compote, crème dessert, fruit au sirop",compote,IMPORT,Sec,,0.4,kg,165,2019-06-10 00:00:00.000,0,N,A,SUPER U MAGECO,PHYSIQUE,Doniambo,Nouméa,166.443758,-22.259361
710,211983,bonbon Haribo mood sachet 100 g,épicerie sucrée,"chocolat, confiserie",confiserie,bonbon,IMPORT,Sec,Haribo,0.1,kg,210,2020-06-09 00:00:00.000,0,N,A,SUPER U MAGECO,PHYSIQUE,Doniambo,Nouméa,166.443758,-22.259361
711,215034,soupe Marie-amélie bouillabaisse recette marseillaise bocal 780 g,épicerie salée,"soupe, croûton","soupe, croûton",soupe liquide,IMPORT,Sec,,0.78,kg,1775,2021-09-21 00:00:00.000,0,N,A,JOHNSTON,PHYSIQUE,Centre-Ville,Nouméa,166.438187,-22.272201
712,226342,cornichon Amora croq'vert extra-fin aux 6 épices/aromates bocal 205 g,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,condiment,IMPORT,Frais,Amora,0.205,kg,922,2022-11-02 00:00:00.000,0,N,A,AUCHAN SUPERMARCHE NOUMEA ,PHYSIQUE,Motor Pool,Nouméa,166.448155,-22.291739
713,226342,cornichon Amora croq'vert extra-fin aux 6 épices/aromates bocal 205 g,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,condiment,IMPORT,Frais,Amora,0.205,kg,675,2022-11-22 00:00:00.000,0,N,A,GEANT DUMBEA - CENTRE COMMERCIAL DUMBEA MALL,PHYSIQUE,,Dumbéa,166.451101,-22.20383
714,199320,emmental Entremont bio en tranche x8 barquette 120 g,crémerie,fromage,fromage,fromage : en tranche,IMPORT,Frais,,0.12,kg,590,2019-04-29 00:00:00.000,0,N,A,GEANT DUMBEA - CENTRE COMMERCIAL DUMBEA MALL,PHYSIQUE,,Dumbéa,166.451101,-22.20383
715,205872,sauce huître Lee Kum Kee premium bouteille 255 g,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,sauce exotique,IMPORT,Sec,,0.255,kg,530,2019-06-10 00:00:00.000,0,N,A,CARREFOUR KENU IN,PHYSIQUE,Centre-Ville,Dumbéa,166.473018,-22.222647
716,205872,sauce huître Lee Kum Kee premium bouteille 255 g,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,sauce exotique,IMPORT,Sec,,0.255,kg,405,2019-10-15 00:00:00.000,0,N,A,POINDIMIE DISCOUNT,PHYSIQUE,,Poindimié,165.333178,-20.937187
717,220154,céréale Leader Price bio muesli floconneux nature aux graines sachet 500 g,épicerie sucrée,céréale petit déjeuner,céréale petit déjeuner,muesli,IMPORT,Sec,Leader Price,0.5,kg,430,2020-04-14 00:00:00.000,0,N,A,LEADER PRICE CONCEPTION,PHYSIQUE,La Conception,Mont-Dore,166.503788,-22.226589
718,216143,ratatouille Produits Blancs conserve 750 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume cuisiné,IMPORT,Sec,Produits Blancs,0.75,kg,195,2020-10-13 00:00:00.000,0,N,A,CARREFOUR MARKET Orphelinat,PHYSIQUE,Orphelinat,Nouméa,166.445296,-22.283924
719,232015,soupe Carrefour bio velouté aux courgettes et au basilic brique 1 l,épicerie salée,"soupe, croûton","soupe, croûton",soupe liquide,IMPORT,Sec,Carrefour,1.0,l,425,2021-02-24 00:00:00.000,0,N,A,CARREFOUR MARKET ROBINSON,PHYSIQUE,Centre-Ville,Mont-Dore,166.507959,-22.224536
720,140392,farine de blé Premier sans levure sachet 1 kg,épicerie sucrée,"sucre, farine, aide à la pâtisserie",farine,farine classique,LOCAL,Sec,,1.0,kg,145,2021-04-23 00:00:00.000,0,N,T,KORAIL MARKET DUMBEA,PHYSIQUE,,Dumbéa,166.442,-22.19
721,140392,farine de blé Premier sans levure sachet 1 kg,épicerie sucrée,"sucre, farine, aide à la pâtisserie",farine,farine classique,LOCAL,Sec,,1.0,kg,135,2021-06-29 00:00:00.000,0,N,A,KORAIL VALLEE DES COLONS,PHYSIQUE,Vallée des Colons,Nouméa,166.454129,-22.270541
722,205872,sauce huître Lee Kum Kee premium bouteille 255 g,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,sauce exotique,IMPORT,Sec,,0.255,kg,500,2021-08-03 00:00:00.000,0,N,A,DISCOUNT TRIANON,PHYSIQUE,Trianon,Nouméa,166.449044,-22.28273
723,205872,sauce huître Lee Kum Kee premium bouteille 255 g,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,sauce exotique,IMPORT,Sec,,0.255,kg,570,2022-01-05 00:00:00.000,0,N,A,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),PHYSIQUE,Centre-Ville,Nouméa,166.439959,-22.269194
724,138505,gelée groseille Carrefour bocal 370 g,épicerie sucrée,"confiture, pâte à tartiner, miel","gelée, marmelade",gelée de fruits rouges,IMPORT,Sec,Carrefour,0.37,kg,195,2014-06-09 00:00:00.000,0,N,,CHAMPION DUCOS,PHYSIQUE,Ducos,Nouméa,,
