,CODE_PRODUIT,NOM,SECTEUR_CONSO,SOUS_SECTEUR_CONSO,FAMILLE_PRODUIT,SOUS_FAMILLE,CATEGORIE,DEPARTEMENT,MARQUE,CONDITIONNEMENT,COND_UNITE_LIBELLE_COURT,PRIX_RELEVE,DATE_RELEVE,PROMOTION,TOP_500,TYPE_RELEVE,RAISON_SOCIALE,TYPE_ADRESSE,QUARTIER,COMMUNE,LONGITUDE,LATITUDE
3764,157755,biscuit boudoir Contreau sachet 200 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit sec, sablé","biscuit sec, sablé",IMPORT,Sec,,0.2,kg,330,2021-11-19 00:00:00.000,0,N,A,TRANDUC SUPERMARCHE ,PHYSIQUE,Centre-Ville,Boulouparis,166.042995,-21.860642
3765,137987,pois chiche Mutular 1/2 conserve 420 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume sec,LOCAL,Sec,Mutular,0.42,kg,330,2022-01-07 00:00:00.000,0,N,T,NOVEMBRE,PHYSIQUE,Vallée du Tir,Nouméa,166.446906,-22.25908
3766,157755,biscuit boudoir Contreau sachet 200 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit sec, sablé","biscuit sec, sablé",IMPORT,Sec,,0.2,kg,305,2022-07-26 00:00:00.000,0,N,A,SUPER U RIVIERE SALEE,PHYSIQUE,Rivière Salée,Nouméa,166.464522,-22.23368
3767,156988,flocon d'avoine Bjorg bio sachet 500 g,épicerie sucrée,céréale petit déjeuner,céréale petit déjeuner,céréale petit déjeuner,IMPORT,Sec,Bjorg,0.5,kg,495,2022-10-18 00:00:00.000,0,N,A,CASINO PORT PLAISANCE - SUPERMARCHE,PHYSIQUE,Baie des Citrons,Nouméa,166.439011,-22.290918
3768,182937,bouillon Leader Price parfait arôme ail/persil tablette x8 boîte 80 g,épicerie salée,"assaisonnement, condiment, aide culinaire","bouillon, aide culinaire","bouillon, aide culinaire",IMPORT,Sec,Leader Price,0.08,kg,125,2023-03-14 00:00:00.000,0,N,A,LEADER PRICE PLEXUS (DUCOS),PHYSIQUE,Ducos,Nouméa,166.449361,-22.247222
3769,137987,pois chiche Mutular 1/2 conserve 420 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume sec,LOCAL,Sec,Mutular,0.42,kg,335,2023-06-13 00:00:00.000,0,N,A,AUCHAN KONE (ancien U EXPRESS KONE (LE CENTRE)),PHYSIQUE,,Koné,164.8608935,-21.0607779
3770,175669,poivre noir Maison Royale moulu boîte 84.75 g,épicerie salée,"assaisonnement, condiment, aide culinaire","herbe et épice culinaire, sel, poivre",poivre,IMPORT,Sec,,0.085,kg,630,2023-06-27 00:00:00.000,0,N,A,CASINO PORT PLAISANCE - SUPERMARCHE,PHYSIQUE,Baie des Citrons,Nouméa,166.439011,-22.290918
3771,156732,eau minérale Volvic cassis bouteille 1.5 l,boisson,boisson sans alcool,eau,eau plate,IMPORT,Sec,Volvic,1.5,l,355,2015-01-26 00:00:00.000,0,N,,CARREFOUR MARKET Orphelinat,PHYSIQUE,Orphelinat,Nouméa,166.445296,-22.283924
3772,156732,eau minérale Volvic cassis bouteille 1.5 l,boisson,boisson sans alcool,eau,eau plate,IMPORT,Sec,Volvic,1.5,l,355,2015-02-16 00:00:00.000,0,N,,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),PHYSIQUE,Centre-Ville,Nouméa,166.439959,-22.269194
3773,138175,olive verte Tramier entière sachet 125 g,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,condiment,IMPORT,Sec,Tramier,0.125,kg,150,2016-04-25 00:00:00.000,0,N,,CARREFOUR EXPRESS OUEMO,PHYSIQUE,Ouémo,Nouméa,166.477842,-22.27614
3774,162247,biscuit petit beurre Bonne maman comme je les aime paquet 250 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit sec, sablé","biscuit sec, sablé",IMPORT,Sec,,0.25,kg,565,2016-06-07 00:00:00.000,0,N,,DISCOUNT TEARI,PHYSIQUE,,Koné,164.869635,-21.071729
3775,139938,café moulu Royal Pacifique expresso 100 % arabica sachet 500 g,épicerie sucrée,"café, thé, boisson chaude",café,café moulu et en grain,LOCAL,Sec,,0.5,kg,1270,2017-10-23 00:00:00.000,0,N,,DISCOUNT PLUS,PHYSIQUE,,Bourail,165.5,-21.57
3776,44883,cassoulet Leader Price 4/4 conserve 840 g,épicerie salée,conserves et bocaux,conserve de plat cuisiné,conserve de plat cuisiné,IMPORT,Sec,Leader Price,0.84,kg,450,2020-03-24 00:00:00.000,0,O,A,LEADER PRICE PLEXUS (DUCOS),PHYSIQUE,Ducos,Nouméa,166.449361,-22.247222
3777,139938,café moulu Royal Pacifique expresso 100 % arabica sachet 500 g,épicerie sucrée,"café, thé, boisson chaude",café,café moulu et en grain,LOCAL,Sec,,0.5,kg,1395,2021-03-23 00:00:00.000,0,N,A,GEANT SAINTE-MARIE,PHYSIQUE,Vallée des Colons,Nouméa,166.458795,-22.275366
3778,196121,préparation pour moelleux U au citron paquet 224 g,épicerie sucrée,"sucre, farine, aide à la pâtisserie",aide à la pâtisserie,aide à la pâtisserie,IMPORT,Sec,U,0.224,kg,500,2022-05-24 00:00:00.000,0,N,A,SUPER U KOUMAC,PHYSIQUE,,Koumac,164.285,-20.558
3779,216974,sauce tomate Belle France à l'italienne conserve 2 x 190 g,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,sauce pour pâte et riz,IMPORT,Sec,Belle France,0.38,kg,220,2023-01-24 00:00:00.000,0,N,A,JOHNSTON,PHYSIQUE,Centre-Ville,Nouméa,166.438187,-22.272201
3780,41369,céréale Kellogg's chocos paquet 375 g,épicerie sucrée,céréale petit déjeuner,céréale petit déjeuner,céréale petit déjeuner,IMPORT,Sec,Kellogg's,0.375,kg,630,2015-01-26 00:00:00.000,0,N,,MAGECO KOUMAC (Fermé),PHYSIQUE,,Koumac,164.282156,-20.560039
3781,143123,épice cannelle Laco moulue flacon 60 g,épicerie salée,"assaisonnement, condiment, aide culinaire","herbe et épice culinaire, sel, poivre",épice culinaire,IMPORT,Sec,Laco,0.06,kg,250,2015-04-27 00:00:00.000,0,N,,CARREFOUR MARKET Orphelinat,PHYSIQUE,Orphelinat,Nouméa,166.445296,-22.283924
3782,166109,nuggets de fromage surgelé Père Dodu x20 boîte 400 g,surgelés,"burger, crêpe, snacking surgelé",snacking surgelé,snacking au fromage,IMPORT,Surgelés,,0.4,kg,825,2015-11-30 00:00:00.000,0,N,,CARREFOUR EXPRESS OUEMO,PHYSIQUE,Ouémo,Nouméa,166.477842,-22.27614
3783,196341,salade de poisson Le Marlin Bleu tahitienne barquette 600 g,"boucherie, volaille, poissonnerie","traiteur, rôtisserie",traiteur de la mer,traiteur : salade de poisson,LOCAL,Frais,,0.6,kg,1109,2019-09-17 00:00:00.000,0,N,A,LEADER PRICE AUTEUIL,PHYSIQUE,Auteuil,Dumbéa,166.481718,-22.216587
3784,196341,salade de poisson Le Marlin Bleu tahitienne barquette 600 g,"boucherie, volaille, poissonnerie","traiteur, rôtisserie",traiteur de la mer,traiteur : salade de poisson,LOCAL,Frais,,0.6,kg,1290,2021-02-23 00:00:00.000,0,N,A,DISCOUNT TEARI,PHYSIQUE,,Koné,164.869635,-21.071729
3785,179476,yaourt aux fruits Tennessee Farm les pulpés framboise/fruits exotiques pot 4 x 110 g,crémerie,yaourt,yaourt,yaourt laitier,LOCAL,Frais,,0.44,kg,330,2021-03-09 00:00:00.000,0,N,A,CASINO LES HALLES MAGENTA,PHYSIQUE,Magenta,Nouméa,166.469413,-22.244837
3786,175142,lait aromatisé Paul's chocolat liquide brique 200 ml,boisson,boisson sans alcool,lait,lait aromatisé,IMPORT,Sec,Paul's,0.2,l,150,2021-07-13 00:00:00.000,0,O,A,KOUMAC DISCOUNT,PHYSIQUE,,Koumac,164.285567,-20.557718
3787,175142,lait aromatisé Paul's chocolat liquide brique 200 ml,boisson,boisson sans alcool,lait,lait aromatisé,IMPORT,Sec,Paul's,0.2,l,180,2021-11-03 00:00:00.000,0,N,A,CARREFOUR EXPRESS SIB DUCOS,PHYSIQUE,Ducos,Nouméa,166.442932,-22.235328
3788,135262,biscuit Arnott's orange slice paquet 250 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit sec, sablé","biscuit sec, sablé",IMPORT,Sec,Arnott's,0.25,kg,390,2021-11-08 00:00:00.000,0,N,A,AUCHAN - BEST SUPERMARKET,PHYSIQUE,,Païta,166.387123,-22.163786
3789,184150,confiseries Fini clear little mix sachet 100 g,épicerie sucrée,"chocolat, confiserie",confiserie,bonbon,IMPORT,Sec,,0.1,kg,195,2021-12-14 00:00:00.000,0,N,A,DISCOUNT TEARI,PHYSIQUE,,Koné,164.869635,-21.071729
3790,135262,biscuit Arnott's orange slice paquet 250 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit sec, sablé","biscuit sec, sablé",IMPORT,Sec,Arnott's,0.25,kg,416,2022-05-02 00:00:00.000,0,O,A,AUCHAN SUPERMARCHE TONTOUTA,PHYSIQUE,Tontouta,Païta,166.223,-22.012
3791,200474,huile d'olive Casino vierge extra bouteille 50 cl,épicerie salée,"assaisonnement, condiment, aide culinaire","huile, vinaigre, vinaigrette, sauce salade",huile,IMPORT,Sec,Casino,0.5,l,545,2022-07-26 00:00:00.000,0,N,A,CASINO LES HALLES MAGENTA,PHYSIQUE,Magenta,Nouméa,166.469413,-22.244837
3792,179476,yaourt aux fruits Tennessee Farm les pulpés framboise/fruits exotiques pot 4 x 110 g,crémerie,yaourt,yaourt,yaourt laitier,LOCAL,Frais,,0.44,kg,370,2023-04-04 00:00:00.000,0,N,A,CASINO MONT DORE,PHYSIQUE,Centre-Ville,Mont-Dore,166.586133,-22.238509
3793,196341,salade de poisson Le Marlin Bleu tahitienne barquette 600 g,"boucherie, volaille, poissonnerie","traiteur, rôtisserie",traiteur de la mer,traiteur : salade de poisson,LOCAL,Frais,,0.6,kg,1290,2023-06-27 00:00:00.000,0,N,A,BOURAIL DISCOUNT,PHYSIQUE,,Bourail,165.496776,-21.567371
3794,53496,jus de fruits Tropicana pomme bouteille 20 cl,boisson,boisson sans alcool,jus de fruits et légumes,jus de fruits,IMPORT,Sec,Tropicana,0.2,l,130,2013-09-23 00:00:00.000,0,,,KORAIL VALLEE DES COLONS,PHYSIQUE,Vallée des Colons,Nouméa,166.454129,-22.270541
3795,134732,huile de colza Lesieur bouteille 1 l,épicerie salée,"assaisonnement, condiment, aide culinaire","huile, vinaigre, vinaigrette, sauce salade",huile,IMPORT,Sec,Lesieur,1.0,l,411,2016-02-01 00:00:00.000,0,N,,CHAMPION DUCOS,PHYSIQUE,Ducos,Nouméa,,
3796,138057,sucre roux Béghin Say La Perruche pure canne en morceaux boîte 750 g,épicerie sucrée,"sucre, farine, aide à la pâtisserie",sucre et édulcorant,sucre roux,IMPORT,Sec,,0.75,kg,526,2019-12-20 00:00:00.000,0,N,T,CHEZ LOUIS,PHYSIQUE,,Pouebo,,
3797,221893,confiture framboise Les Toques Blanches du Monde bio extra bocal 230 g,épicerie sucrée,"confiture, pâte à tartiner, miel",confiture,confiture aux fruits rouges,IMPORT,Sec,,0.23,kg,760,2020-08-04 00:00:00.000,0,N,A,CARREFOUR MARKET N'GEA,PHYSIQUE,Faubourg blanchot,Nouméa,166.456598,-22.285624
3798,138057,sucre roux Béghin Say La Perruche pure canne en morceaux boîte 750 g,épicerie sucrée,"sucre, farine, aide à la pâtisserie",sucre et édulcorant,sucre roux,IMPORT,Sec,,0.75,kg,510,2020-11-30 00:00:00.000,0,N,A,ETABLISSEMENTS ROES,PHYSIQUE,,Koné,164.861788,-21.060495
3799,155481,choucroute Carrefour garnie 1/2 conserve 400 g,épicerie salée,conserves et bocaux,conserve de plat cuisiné,conserve de plat cuisiné,IMPORT,Sec,Carrefour,0.4,kg,190,2021-03-03 00:00:00.000,0,N,A,CARREFOUR KENU IN,PHYSIQUE,Centre-Ville,Dumbéa,166.473018,-22.222647
3800,138057,sucre roux Béghin Say La Perruche pure canne en morceaux boîte 750 g,épicerie sucrée,"sucre, farine, aide à la pâtisserie",sucre et édulcorant,sucre roux,IMPORT,Sec,,0.75,kg,595,2022-05-03 00:00:00.000,0,O,A,KORAIL LIFOU,PHYSIQUE,,Lifou,167.254362,-20.906757
3801,53313,soda à la limonade 7 Up bouteille 1.5 l,boisson,boisson sans alcool,soda,"limonade, tonic",LOCAL,Sec,7 Up,1.5,l,365,2022-08-08 00:00:00.000,0,N,A,AUCHAN - BEST SUPERMARKET,PHYSIQUE,,Païta,166.387123,-22.163786
3802,53758,boisson aux fruits Golden Circle ananas/orange brique 1 l,boisson,boisson sans alcool,jus de fruits et légumes,boisson aux fruits,IMPORT,Sec,Golden Circle,1.0,l,260,2013-12-16 00:00:00.000,0,N,,CARREFOUR EXPRESS SIB DUCOS,PHYSIQUE,Ducos,Nouméa,166.442932,-22.235328
3803,53622,boisson aux fruits Oasis orange boîte 50 cl,boisson,boisson sans alcool,jus de fruits et légumes,boisson aux fruits,IMPORT,Sec,,0.5,l,155,2013-12-23 00:00:00.000,0,N,,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),PHYSIQUE,Centre-Ville,Nouméa,166.439959,-22.269194
3804,135675,biscuit Lu paille d'or framboise paquet 85 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit fourré, nappé","biscuit fourré, nappé",IMPORT,Sec,Lu,0.085,kg,315,2014-03-14 00:00:00.000,0,,,CASINO PORT PLAISANCE - SUPERMARCHE,PHYSIQUE,Baie des Citrons,Nouméa,166.439011,-22.290918
3805,41478,lait entier Elle & Vire brique 1 l,boisson,boisson sans alcool,lait,lait,IMPORT,Sec,Elle & Vire,1.0,l,128,2015-03-16 00:00:00.000,0,N,,SUPER U MAGECO,PHYSIQUE,Doniambo,Nouméa,166.443758,-22.259361
3806,53758,boisson aux fruits Golden Circle ananas/orange brique 1 l,boisson,boisson sans alcool,jus de fruits et légumes,boisson aux fruits,IMPORT,Sec,Golden Circle,1.0,l,295,2016-07-18 00:00:00.000,0,N,,CARREFOUR MARKET Orphelinat,PHYSIQUE,Orphelinat,Nouméa,166.445296,-22.283924
3807,135675,biscuit Lu paille d'or framboise paquet 85 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit fourré, nappé","biscuit fourré, nappé",IMPORT,Sec,Lu,0.085,kg,370,2017-05-01 00:00:00.000,0,N,,ARIZONA ROBINSON,PHYSIQUE,Robinson,Mont-Dore,166.512649,-22.224863
3808,53758,boisson aux fruits Golden Circle ananas/orange brique 1 l,boisson,boisson sans alcool,jus de fruits et légumes,boisson aux fruits,IMPORT,Sec,Golden Circle,1.0,l,350,2018-10-29 00:00:00.000,0,N,A,CARREFOUR EXPRESS OUEMO,PHYSIQUE,Ouémo,Nouméa,166.477842,-22.27614
3809,217070,son d'avoine Farin'UP doypack 250 g,épicerie sucrée,céréale petit déjeuner,céréale petit déjeuner,céréale petit déjeuner,IMPORT,Sec,,0.25,kg,510,2019-12-03 00:00:00.000,0,N,A,CARREFOUR MARKET ROBINSON,PHYSIQUE,Centre-Ville,Mont-Dore,166.507959,-22.224536
3810,230859,DOUBLON vinaigre balsamique Leader Price de Modène bouteille 50 cl,épicerie salée,"assaisonnement, condiment, aide culinaire","huile, vinaigre, vinaigrette, sauce salade",vinaigre ,IMPORT,Sec,,0.5,l,215,2020-07-07 00:00:00.000,0,N,A,LEADER PRICE LA FOA,PHYSIQUE,,La Foa,165.827992,-21.70991
3811,41478,lait entier Elle & Vire brique 1 l,boisson,boisson sans alcool,lait,lait,IMPORT,Sec,Elle & Vire,1.0,l,140,2020-09-08 00:00:00.000,0,O,A,SUPER U KAMERE,PHYSIQUE,Kaméré,Nouméa,166.432669,-22.231958
3812,231127,sauce soja/soyo Kikkoman pour wok bouteille 25 cl,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,sauce exotique,IMPORT,Sec,,0.25,l,535,2020-10-20 00:00:00.000,0,N,A,KORAIL PAITA,PHYSIQUE,,Païta,166.3641,-22.130239
3813,41421,eau minérale Perrier gazeuse bouteille 1 l,boisson,boisson sans alcool,eau,eau gazeuse,IMPORT,Sec,Perrier,1.0,l,185,2020-11-02 00:00:00.000,0,N,A,ETABLISSEMENTS ROES,PHYSIQUE,,Koné,164.861788,-21.060495
3814,154164,céleri au kilo imp,fruit et légume,fruit et légume frais,légume frais ,"chou, poireau, navet, céleri",IMPORT,Frais,,1.0,kg,595,2021-05-05 00:00:00.000,0,N,A,CARREFOUR KENU IN,PHYSIQUE,Centre-Ville,Dumbéa,166.473018,-22.222647
3815,215081,sorbet fraise/menthe L'Atelier Glacier pot 635 ml,surgelés,"glace, dessert glacé",glace et sorbet,sorbet aux fruits rouges,LOCAL,Surgelés,L'Atelier Glacier,0.635,l,960,2021-06-16 00:00:00.000,0,N,A,CARREFOUR MARKET N'GEA,PHYSIQUE,Faubourg blanchot,Nouméa,166.456598,-22.285624
3816,215081,sorbet fraise/menthe L'Atelier Glacier pot 635 ml,surgelés,"glace, dessert glacé",glace et sorbet,sorbet aux fruits rouges,LOCAL,Surgelés,L'Atelier Glacier,0.635,l,970,2021-09-07 00:00:00.000,0,N,A,GEANT SAINTE-MARIE,PHYSIQUE,Vallée des Colons,Nouméa,166.458795,-22.275366
3817,53758,boisson aux fruits Golden Circle ananas/orange brique 1 l,boisson,boisson sans alcool,jus de fruits et légumes,boisson aux fruits,IMPORT,Sec,Golden Circle,1.0,l,315,2021-12-22 00:00:00.000,0,N,A,CARREFOUR EXPRESS SIB DUCOS,PHYSIQUE,Ducos,Nouméa,166.442932,-22.235328
3818,41421,eau minérale Perrier gazeuse bouteille 1 l,boisson,boisson sans alcool,eau,eau gazeuse,IMPORT,Sec,Perrier,1.0,l,160,2022-01-11 00:00:00.000,0,N,A,DISCOUNT TRIANON,PHYSIQUE,Trianon,Nouméa,166.449044,-22.28273
3819,238746,cranberrie Le Temps Des Saisons séchée/sucrée sachet 200 g,fruit et légume,fruit et légume sec,"fruit sec, graine",fruit sec,IMPORT,Sec,,0.2,kg,375,2022-02-01 00:00:00.000,0,N,A,LEADER PRICE BOURAIL,PHYSIQUE,,Bourail,165.498621,-21.582622
3820,155903,glace rhum raisin Nestlé Extrême cône x6 boîte 720 ml,surgelés,"glace, dessert glacé",glace et sorbet,glace et sorbet individuel,IMPORT,Surgelés,Nestlé,0.72,l,1095,2022-09-13 00:00:00.000,0,N,A,GEANT SAINTE-MARIE,PHYSIQUE,Vallée des Colons,Nouméa,166.458795,-22.275366
3821,205859,salade préparée Odyssée thon à la mexicaine conserve 250 g,épicerie salée,conserves et bocaux,conserve de poisson,conserve de poisson,IMPORT,Sec,,0.25,kg,325,2023-01-03 00:00:00.000,0,O,A,KORAIL PAITA,PHYSIQUE,,Païta,166.3641,-22.130239
3822,49035,chocolat de pâques Kinder oeuf surprise joy 20 g,épicerie sucrée,"chocolat, confiserie",chocolat,chocolat à offrir,IMPORT,Sec,Kinder,0.02,kg,205,2023-04-03 00:00:00.000,0,N,A,ETABLISSEMENTS ROES,PHYSIQUE,,Koné,164.861788,-21.060495
3823,195568,boisson au thé Casino pêche bouteille 2 l,boisson,boisson sans alcool,boisson au thé,boisson au thé,IMPORT,Sec,Casino,2.0,l,425,2023-03-21 00:00:00.000,0,N,A,GEANT DUMBEA - CENTRE COMMERCIAL DUMBEA MALL,PHYSIQUE,,Dumbéa,166.451101,-22.20383
3824,245954,petit pois/carotte Valfray poids net égoutté 2655 g 5/1 conserve 4000 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume,IMPORT,Sec,Valfray,2.655,kg,1050,2023-07-24 00:00:00.000,1,N,A,AUCHAN KONE (ancien U EXPRESS KONE (LE CENTRE)),PHYSIQUE,,Koné,164.8608935,-21.0607779
3825,215081,sorbet fraise/menthe L'Atelier Glacier pot 635 ml,surgelés,"glace, dessert glacé",glace et sorbet,sorbet aux fruits rouges,LOCAL,Surgelés,L'Atelier Glacier,0.635,l,1090,2023-08-25 00:00:00.000,0,N,A,CASINO PORT PLAISANCE - SUPERMARCHE,PHYSIQUE,Baie des Citrons,Nouméa,166.439011,-22.290918
3826,139666,glace vanille Switi clown enrobée de chocolat cône 100 ml,surgelés,"glace, dessert glacé",glace et sorbet,glace et sorbet individuel,LOCAL,Surgelés,Switti,0.1,l,125,2019-03-04 00:00:00.000,0,N,A,CARREFOUR MARKET MAGENTA,PHYSIQUE,Magenta,Nouméa,166.463054,-22.27166
3827,161549,glace chocolat/vanille Switi pot 100 ml,surgelés,"glace, dessert glacé",glace et sorbet,glace à partager : chocolat,LOCAL,Surgelés,Switti,0.1,l,72,2019-07-09 00:00:00.000,0,N,A,POINDIMIE DISCOUNT,PHYSIQUE,,Poindimié,165.333178,-20.937187
3828,194446,concentré de tomates double Leader Price conserve 3 x 210g,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,sauce pour pâte et riz,IMPORT,Sec,Leader Price,0.21,kg,115,2021-06-15 00:00:00.000,0,N,A,LEADER PRICE CONCEPTION,PHYSIQUE,La Conception,Mont-Dore,166.503788,-22.226589
3829,176020,bonbon Haribo l'ours d'or sachet 120 g,épicerie sucrée,"chocolat, confiserie",confiserie,bonbon,IMPORT,Sec,Haribo,0.12,kg,250,2022-03-01 00:00:00.000,0,N,A,COTE D'ASIE,PHYSIQUE,Centre-Ville,Nouméa,166.442248,-22.272456
3830,157287,biscuit Gerblé chocolat magnesium paquet 200 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit fourré, nappé","biscuit fourré, nappé",IMPORT,Sec,Gerblé,0.2,kg,525,2022-07-12 00:00:00.000,0,N,A,GEANT DUMBEA - CENTRE COMMERCIAL DUMBEA MALL,PHYSIQUE,,Dumbéa,166.451101,-22.20383
3831,197875,soupe U poule et vermicelles brique 1 L,épicerie salée,"soupe, croûton","soupe, croûton",soupe liquide,IMPORT,,,1.0,l,225,2023-07-05 00:00:00.000,0,N,A,AUCHAN KONE (ancien U EXPRESS KONE (LE CENTRE)),PHYSIQUE,,Koné,164.8608935,-21.0607779
3832,45836,comté Entremont plaquette 200 g,crémerie,fromage,fromage,"fromage : emmental, comté, gouda,",IMPORT,Frais,,0.2,kg,655,2014-09-05 00:00:00.000,0,,,LEADER PRICE BOURAIL,PHYSIQUE,,Bourail,165.498621,-21.582622
3833,45836,comté Entremont plaquette 200 g,crémerie,fromage,fromage,"fromage : emmental, comté, gouda,",IMPORT,Frais,,0.2,kg,445,2015-01-12 00:00:00.000,0,N,,CHAMPION DUCOS,PHYSIQUE,Ducos,Nouméa,,
3834,135831,glace chocolat Miko Cornetto Enigma cœur caramel cône x4 boîte 360 ml,surgelés,"glace, dessert glacé",glace et sorbet,glace et sorbet individuel,IMPORT,Surgelés,Miko,0.36,l,795,2015-03-30 00:00:00.000,0,N,,CARREFOUR KENU IN,PHYSIQUE,Centre-Ville,Dumbéa,166.473018,-22.222647
3835,45836,comté Entremont plaquette 200 g,crémerie,fromage,fromage,"fromage : emmental, comté, gouda,",IMPORT,Frais,,0.2,kg,675,2018-04-09 00:00:00.000,0,N,,CARREFOUR MARKET ROBINSON,PHYSIQUE,Centre-Ville,Mont-Dore,166.507959,-22.224536
3836,179804,sardine en filet Saupiquet sans arêtes marinade citron/basilic conserve 100 g,épicerie salée,conserves et bocaux,conserve de poisson,conserve de poisson,IMPORT,Sec,Saupiquet,0.1,kg,255,2018-11-26 00:00:00.000,0,N,A,SUPER U MAGECO,PHYSIQUE,Doniambo,Nouméa,166.443758,-22.259361
3837,178211,riz rond Leader Price sachet 1 kg,épicerie salée,"pâte, riz, purée, céréale",riz,riz,LOCAL,Sec,Leader Price,1.0,kg,153,2019-11-12 00:00:00.000,0,O,A,LEADER PRICE MAGENTA,PHYSIQUE,Magenta,Nouméa,166.457836,-22.273958
3838,177409,yaourt grecque Lait Délice pot 4 x 115 g,crémerie,yaourt,yaourt,yaourt laitier,LOCAL,Frais,,0.46,kg,473,2020-12-07 00:00:00.000,0,N,A,AUCHAN SUPERMARCHE TONTOUTA,PHYSIQUE,Tontouta,Païta,166.223,-22.012
3839,185096,café moulu Carte Noire espresso classique n°7 capsule x10 compatible nespresso,épicerie sucrée,"café, thé, boisson chaude",café,café dosette et capsule,IMPORT,Sec,Carte noire,10.0,caps,560,2021-02-17 00:00:00.000,0,N,A,CARREFOUR KENU IN,PHYSIQUE,Centre-Ville,Dumbéa,166.473018,-22.222647
3840,137945,pois chiche Mutular 4/4 conserve 840 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume sec,LOCAL,Sec,Mutular,0.84,kg,515,2021-05-19 00:00:00.000,0,N,A,ARIZONA MONT-DORE,PHYSIQUE,Portes d'or,Mont-Dore,166.577688,-22.240721
3841,45836,comté Entremont plaquette 200 g,crémerie,fromage,fromage,"fromage : emmental, comté, gouda,",IMPORT,Frais,,0.2,kg,695,2021-09-14 00:00:00.000,0,N,A,CASINO LES HALLES MAGENTA,PHYSIQUE,Magenta,Nouméa,166.469413,-22.244837
3842,137945,pois chiche Mutular 4/4 conserve 840 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume sec,LOCAL,Sec,Mutular,0.84,kg,460,2022-01-11 00:00:00.000,0,N,A,DISCOUNT PLUS,PHYSIQUE,,Bourail,165.5,-21.57
3843,185096,café moulu Carte Noire espresso classique n°7 capsule x10 compatible nespresso,épicerie sucrée,"café, thé, boisson chaude",café,café dosette et capsule,IMPORT,Sec,Carte noire,10.0,caps,575,2022-02-01 00:00:00.000,0,N,A,AUCHAN AUTEUIL,PHYSIQUE,Auteuil,Dumbéa,166.4796,-22.21118
3844,230741,bœuf en gelée Ouaco pimenté vert conserve 230 g,épicerie salée,conserves et bocaux,conserve de plat cuisiné,conserve de plat cuisiné,LOCAL,Sec,Ouaco,0.23,kg,566,2022-08-01 00:00:00.000,0,N,T,CONSTELLATIONS,PHYSIQUE,Centre-Ville,Nouméa,166.441178,-22.272615
3845,177409,yaourt grecque Lait Délice pot 4 x 115 g,crémerie,yaourt,yaourt,yaourt laitier,LOCAL,Frais,,0.46,kg,490,2022-08-09 00:00:00.000,0,N,A,CASINO LES HALLES MAGENTA,PHYSIQUE,Magenta,Nouméa,166.469413,-22.244837
3846,181811,boisson à l'aloe vera Green Globe ananas bouteille 50 cl,boisson,boisson sans alcool,boisson : autres,boisson : autres,IMPORT,Sec,,0.5,l,135,2018-02-05 00:00:00.000,0,,,CASINO MONT DORE,PHYSIQUE,Centre-Ville,Mont-Dore,166.586133,-22.238509
3847,181177,compote Leader Price allégée pomme/banane pot 4 x 100 g,épicerie sucrée,"compote, crème dessert, fruit au sirop","compote, crème dessert, fruit au sirop",compote,IMPORT,Sec,Leader Price,0.4,kg,169,2018-11-19 00:00:00.000,0,O,A,LEADER PRICE PLEXUS (DUCOS),PHYSIQUE,Ducos,Nouméa,166.449361,-22.247222
3848,184634,glace vanille Miko Cornetto King cône 260 ml,surgelés,"glace, dessert glacé",glace et sorbet,glace et sorbet individuel,IMPORT,Surgelés,Miko,0.26,l,275,2019-12-31 00:00:00.000,0,N,A,COTE D'ASIE,PHYSIQUE,Centre-Ville,Nouméa,166.442248,-22.272456
3849,204593,café moulu Leader Price expresso 100% robusta sachet 500 g,épicerie sucrée,"café, thé, boisson chaude",café,café moulu et en grain,IMPORT,Sec,Leader Price,0.5,kg,835,2020-03-03 00:00:00.000,0,N,A,LEADER PRICE CONCEPTION,PHYSIQUE,La Conception,Mont-Dore,166.503788,-22.226589
